date_id,date,year,month,day,day_of_the_week,quarter
0,2013-01-01,2013,01,01,Tuesday,Q1
1,2013-01-07,2013,01,07,Monday,Q1
2,2013-01-19,2013,01,19,Saturday,Q1
3,2013-01-23,2013,01,23,Wednesday,Q1
4,2013-01-25,2013,01,25,Friday,Q1
5,2013-01-26,2013,01,26,Saturday,Q1
6,2013-02-02,2013,02,02,Saturday,Q1
7,2013-02-03,2013,02,03,Sunday,Q1
8,2013-02-09,2013,02,09,Saturday,Q1
9,2013-02-11,2013,02,11,Monday,Q1
10,2013-02-19,2013,02,19,Tuesday,Q1
11,2013-03-03,2013,03,03,Sunday,Q1
12,2013-03-04,2013,03,04,Monday,Q1
13,2013-03-07,2013,03,07,Thursday,Q1
14,2013-03-10,2013,03,10,Sunday,Q1
15,2013-03-11,2013,03,11,Monday,Q1
16,2013-03-13,2013,03,13,Wednesday,Q1
17,2013-03-21,2013,03,21,Thursday,Q1
18,2013-04-18,2013,04,18,Thursday,Q2
19,2013-04-21,2013,04,21,Sunday,Q2
20,2013-04-22,2013,04,22,Monday,Q2
21,2013-04-24,2013,04,24,Wednesday,Q2
22,2013-04-25,2013,04,25,Thursday,Q2
23,2013-04-28,2013,04,28,Sunday,Q2
24,2013-05-02,2013,05,02,Thursday,Q2
25,2013-05-04,2013,05,04,Saturday,Q2
26,2013-05-11,2013,05,11,Saturday,Q2
27,2013-05-12,2013,05,12,Sunday,Q2
28,2013-05-13,2013,05,13,Monday,Q2
29,2013-05-14,2013,05,14,Tuesday,Q2
30,2013-05-16,2013,05,16,Thursday,Q2
31,2013-05-18,2013,05,18,Saturday,Q2
32,2013-05-19,2013,05,19,Sunday,Q2
33,2013-05-23,2013,05,23,Thursday,Q2
34,2013-05-25,2013,05,25,Saturday,Q2
35,2013-06-07,2013,06,07,Friday,Q2
36,2013-06-10,2013,06,10,Monday,Q2
37,2013-06-15,2013,06,15,Saturday,Q2
38,2013-06-21,2013,06,21,Friday,Q2
39,2013-06-23,2013,06,23,Sunday,Q2
40,2013-06-27,2013,06,27,Thursday,Q2
41,2013-07-01,2013,07,01,Monday,Q3
42,2013-07-02,2013,07,02,Tuesday,Q3
43,2013-07-07,2013,07,07,Sunday,Q3
44,2013-07-12,2013,07,12,Friday,Q3
45,2013-07-13,2013,07,13,Saturday,Q3
46,2013-07-14,2013,07,14,Sunday,Q3
47,2013-07-20,2013,07,20,Saturday,Q3
48,2013-07-26,2013,07,26,Friday,Q3
49,2013-07-30,2013,07,30,Tuesday,Q3
50,2013-08-02,2013,08,02,Friday,Q3
51,2013-08-04,2013,08,04,Sunday,Q3
52,2013-08-05,2013,08,05,Monday,Q3
53,2013-08-06,2013,08,06,Tuesday,Q3
54,2013-08-09,2013,08,09,Friday,Q3
55,2013-08-14,2013,08,14,Wednesday,Q3
56,2013-08-17,2013,08,17,Saturday,Q3
57,2013-08-19,2013,08,19,Monday,Q3
58,2013-08-20,2013,08,20,Tuesday,Q3
59,2013-08-23,2013,08,23,Friday,Q3
60,2013-08-25,2013,08,25,Sunday,Q3
61,2013-09-07,2013,09,07,Saturday,Q3
62,2013-09-11,2013,09,11,Wednesday,Q3
63,2013-09-14,2013,09,14,Saturday,Q3
64,2013-09-15,2013,09,15,Sunday,Q3
65,2013-09-16,2013,09,16,Monday,Q3
66,2013-09-19,2013,09,19,Thursday,Q3
67,2013-09-20,2013,09,20,Friday,Q3
68,2013-09-22,2013,09,22,Sunday,Q3
69,2013-09-24,2013,09,24,Tuesday,Q3
70,2013-09-27,2013,09,27,Friday,Q3
71,2013-10-05,2013,10,05,Saturday,Q4
72,2013-10-07,2013,10,07,Monday,Q4
73,2013-10-12,2013,10,12,Saturday,Q4
74,2013-10-13,2013,10,13,Sunday,Q4
75,2013-10-26,2013,10,26,Saturday,Q4
76,2013-10-27,2013,10,27,Sunday,Q4
77,2013-11-10,2013,11,10,Sunday,Q4
78,2013-11-11,2013,11,11,Monday,Q4
79,2013-11-22,2013,11,22,Friday,Q4
80,2013-11-28,2013,11,28,Thursday,Q4
81,2013-12-01,2013,12,01,Sunday,Q4
82,2013-12-07,2013,12,07,Saturday,Q4
83,2013-12-22,2013,12,22,Sunday,Q4
84,2013-12-25,2013,12,25,Wednesday,Q4
85,2013-12-26,2013,12,26,Thursday,Q4
86,2014-01-01,2014,01,01,Wednesday,Q1
87,2014-01-02,2014,01,02,Thursday,Q1
88,2014-01-03,2014,01,03,Friday,Q1
89,2014-01-04,2014,01,04,Saturday,Q1
90,2014-01-05,2014,01,05,Sunday,Q1
91,2014-01-06,2014,01,06,Monday,Q1
92,2014-01-07,2014,01,07,Tuesday,Q1
93,2014-01-08,2014,01,08,Wednesday,Q1
94,2014-01-09,2014,01,09,Thursday,Q1
95,2014-01-10,2014,01,10,Friday,Q1
96,2014-01-11,2014,01,11,Saturday,Q1
97,2014-01-12,2014,01,12,Sunday,Q1
98,2014-01-13,2014,01,13,Monday,Q1
99,2014-01-14,2014,01,14,Tuesday,Q1
100,2014-01-15,2014,01,15,Wednesday,Q1
101,2014-01-16,2014,01,16,Thursday,Q1
102,2014-01-17,2014,01,17,Friday,Q1
103,2014-01-18,2014,01,18,Saturday,Q1
104,2014-01-19,2014,01,19,Sunday,Q1
105,2014-01-20,2014,01,20,Monday,Q1
106,2014-01-21,2014,01,21,Tuesday,Q1
107,2014-01-22,2014,01,22,Wednesday,Q1
108,2014-01-23,2014,01,23,Thursday,Q1
109,2014-01-24,2014,01,24,Friday,Q1
110,2014-01-25,2014,01,25,Saturday,Q1
111,2014-01-26,2014,01,26,Sunday,Q1
112,2014-01-27,2014,01,27,Monday,Q1
113,2014-01-28,2014,01,28,Tuesday,Q1
114,2014-01-29,2014,01,29,Wednesday,Q1
115,2014-01-30,2014,01,30,Thursday,Q1
116,2014-01-31,2014,01,31,Friday,Q1
117,2014-02-01,2014,02,01,Saturday,Q1
118,2014-02-02,2014,02,02,Sunday,Q1
119,2014-02-03,2014,02,03,Monday,Q1
120,2014-02-04,2014,02,04,Tuesday,Q1
121,2014-02-05,2014,02,05,Wednesday,Q1
122,2014-02-06,2014,02,06,Thursday,Q1
123,2014-02-07,2014,02,07,Friday,Q1
124,2014-02-08,2014,02,08,Saturday,Q1
125,2014-02-09,2014,02,09,Sunday,Q1
126,2014-02-10,2014,02,10,Monday,Q1
127,2014-02-11,2014,02,11,Tuesday,Q1
128,2014-02-12,2014,02,12,Wednesday,Q1
129,2014-02-13,2014,02,13,Thursday,Q1
130,2014-02-14,2014,02,14,Friday,Q1
131,2014-02-15,2014,02,15,Saturday,Q1
132,2014-02-16,2014,02,16,Sunday,Q1
133,2014-02-17,2014,02,17,Monday,Q1
134,2014-02-18,2014,02,18,Tuesday,Q1
135,2014-02-19,2014,02,19,Wednesday,Q1
136,2014-02-20,2014,02,20,Thursday,Q1
137,2014-02-21,2014,02,21,Friday,Q1
138,2014-02-22,2014,02,22,Saturday,Q1
139,2014-02-23,2014,02,23,Sunday,Q1
140,2014-02-24,2014,02,24,Monday,Q1
141,2014-02-25,2014,02,25,Tuesday,Q1
142,2014-02-26,2014,02,26,Wednesday,Q1
143,2014-02-27,2014,02,27,Thursday,Q1
144,2014-02-28,2014,02,28,Friday,Q1
145,2014-03-01,2014,03,01,Saturday,Q1
146,2014-03-02,2014,03,02,Sunday,Q1
147,2014-03-03,2014,03,03,Monday,Q1
148,2014-03-04,2014,03,04,Tuesday,Q1
149,2014-03-05,2014,03,05,Wednesday,Q1
150,2014-03-06,2014,03,06,Thursday,Q1
151,2014-03-07,2014,03,07,Friday,Q1
152,2014-03-08,2014,03,08,Saturday,Q1
153,2014-03-09,2014,03,09,Sunday,Q1
154,2014-03-10,2014,03,10,Monday,Q1
155,2014-03-11,2014,03,11,Tuesday,Q1
156,2014-03-12,2014,03,12,Wednesday,Q1
157,2014-03-13,2014,03,13,Thursday,Q1
158,2014-03-14,2014,03,14,Friday,Q1
159,2014-03-15,2014,03,15,Saturday,Q1
160,2014-03-16,2014,03,16,Sunday,Q1
161,2014-03-17,2014,03,17,Monday,Q1
162,2014-03-18,2014,03,18,Tuesday,Q1
163,2014-03-19,2014,03,19,Wednesday,Q1
164,2014-03-20,2014,03,20,Thursday,Q1
165,2014-03-21,2014,03,21,Friday,Q1
166,2014-03-22,2014,03,22,Saturday,Q1
167,2014-03-23,2014,03,23,Sunday,Q1
168,2014-03-24,2014,03,24,Monday,Q1
169,2014-03-25,2014,03,25,Tuesday,Q1
170,2014-03-26,2014,03,26,Wednesday,Q1
171,2014-03-27,2014,03,27,Thursday,Q1
172,2014-03-28,2014,03,28,Friday,Q1
173,2014-03-29,2014,03,29,Saturday,Q1
174,2014-03-30,2014,03,30,Sunday,Q1
175,2014-03-31,2014,03,31,Monday,Q1
176,2014-04-01,2014,04,01,Tuesday,Q2
177,2014-04-02,2014,04,02,Wednesday,Q2
178,2014-04-03,2014,04,03,Thursday,Q2
179,2014-04-04,2014,04,04,Friday,Q2
180,2014-04-05,2014,04,05,Saturday,Q2
181,2014-04-06,2014,04,06,Sunday,Q2
182,2014-04-07,2014,04,07,Monday,Q2
183,2014-04-08,2014,04,08,Tuesday,Q2
184,2014-04-09,2014,04,09,Wednesday,Q2
185,2014-04-10,2014,04,10,Thursday,Q2
186,2014-04-11,2014,04,11,Friday,Q2
187,2014-04-12,2014,04,12,Saturday,Q2
188,2014-04-13,2014,04,13,Sunday,Q2
189,2014-04-14,2014,04,14,Monday,Q2
190,2014-04-15,2014,04,15,Tuesday,Q2
191,2014-04-16,2014,04,16,Wednesday,Q2
192,2014-04-17,2014,04,17,Thursday,Q2
193,2014-04-18,2014,04,18,Friday,Q2
194,2014-04-19,2014,04,19,Saturday,Q2
195,2014-04-20,2014,04,20,Sunday,Q2
196,2014-04-21,2014,04,21,Monday,Q2
197,2014-04-22,2014,04,22,Tuesday,Q2
198,2014-04-23,2014,04,23,Wednesday,Q2
199,2014-04-24,2014,04,24,Thursday,Q2
200,2014-04-25,2014,04,25,Friday,Q2
201,2014-04-26,2014,04,26,Saturday,Q2
202,2014-04-27,2014,04,27,Sunday,Q2
203,2014-04-28,2014,04,28,Monday,Q2
204,2014-04-29,2014,04,29,Tuesday,Q2
205,2014-04-30,2014,04,30,Wednesday,Q2
206,2014-05-01,2014,05,01,Thursday,Q2
207,2014-05-02,2014,05,02,Friday,Q2
208,2014-05-03,2014,05,03,Saturday,Q2
209,2014-05-04,2014,05,04,Sunday,Q2
210,2014-05-05,2014,05,05,Monday,Q2
211,2014-05-06,2014,05,06,Tuesday,Q2
212,2014-05-07,2014,05,07,Wednesday,Q2
213,2014-05-08,2014,05,08,Thursday,Q2
214,2014-05-09,2014,05,09,Friday,Q2
215,2014-05-10,2014,05,10,Saturday,Q2
216,2014-05-11,2014,05,11,Sunday,Q2
217,2014-05-12,2014,05,12,Monday,Q2
218,2014-05-13,2014,05,13,Tuesday,Q2
219,2014-05-14,2014,05,14,Wednesday,Q2
220,2014-05-15,2014,05,15,Thursday,Q2
221,2014-05-16,2014,05,16,Friday,Q2
222,2014-05-17,2014,05,17,Saturday,Q2
223,2014-05-18,2014,05,18,Sunday,Q2
224,2014-05-19,2014,05,19,Monday,Q2
225,2014-05-20,2014,05,20,Tuesday,Q2
226,2014-05-21,2014,05,21,Wednesday,Q2
227,2014-05-22,2014,05,22,Thursday,Q2
228,2014-05-23,2014,05,23,Friday,Q2
229,2014-05-24,2014,05,24,Saturday,Q2
230,2014-05-25,2014,05,25,Sunday,Q2
231,2014-05-26,2014,05,26,Monday,Q2
232,2014-05-27,2014,05,27,Tuesday,Q2
233,2014-05-28,2014,05,28,Wednesday,Q2
234,2014-05-29,2014,05,29,Thursday,Q2
235,2014-05-30,2014,05,30,Friday,Q2
236,2014-05-31,2014,05,31,Saturday,Q2
237,2014-06-01,2014,06,01,Sunday,Q2
238,2014-06-02,2014,06,02,Monday,Q2
239,2014-06-03,2014,06,03,Tuesday,Q2
240,2014-06-04,2014,06,04,Wednesday,Q2
241,2014-06-05,2014,06,05,Thursday,Q2
242,2014-06-06,2014,06,06,Friday,Q2
243,2014-06-07,2014,06,07,Saturday,Q2
244,2014-06-08,2014,06,08,Sunday,Q2
245,2014-06-09,2014,06,09,Monday,Q2
246,2014-06-10,2014,06,10,Tuesday,Q2
247,2014-06-11,2014,06,11,Wednesday,Q2
248,2014-06-12,2014,06,12,Thursday,Q2
249,2014-06-13,2014,06,13,Friday,Q2
250,2014-06-14,2014,06,14,Saturday,Q2
251,2014-06-15,2014,06,15,Sunday,Q2
252,2014-06-16,2014,06,16,Monday,Q2
253,2014-06-17,2014,06,17,Tuesday,Q2
254,2014-06-18,2014,06,18,Wednesday,Q2
255,2014-06-19,2014,06,19,Thursday,Q2
256,2014-06-20,2014,06,20,Friday,Q2
257,2014-06-21,2014,06,21,Saturday,Q2
258,2014-06-22,2014,06,22,Sunday,Q2
259,2014-06-23,2014,06,23,Monday,Q2
260,2014-06-24,2014,06,24,Tuesday,Q2
261,2014-06-25,2014,06,25,Wednesday,Q2
262,2014-06-26,2014,06,26,Thursday,Q2
263,2014-06-27,2014,06,27,Friday,Q2
264,2014-06-28,2014,06,28,Saturday,Q2
265,2014-06-29,2014,06,29,Sunday,Q2
266,2014-06-30,2014,06,30,Monday,Q2
267,2014-07-01,2014,07,01,Tuesday,Q3
268,2014-07-02,2014,07,02,Wednesday,Q3
269,2014-07-03,2014,07,03,Thursday,Q3
270,2014-07-04,2014,07,04,Friday,Q3
271,2014-07-05,2014,07,05,Saturday,Q3
272,2014-07-06,2014,07,06,Sunday,Q3
273,2014-07-07,2014,07,07,Monday,Q3
274,2014-07-08,2014,07,08,Tuesday,Q3
275,2014-07-09,2014,07,09,Wednesday,Q3
276,2014-07-10,2014,07,10,Thursday,Q3
277,2014-07-11,2014,07,11,Friday,Q3
278,2014-07-12,2014,07,12,Saturday,Q3
279,2014-07-13,2014,07,13,Sunday,Q3
280,2014-07-14,2014,07,14,Monday,Q3
281,2014-07-15,2014,07,15,Tuesday,Q3
282,2014-07-16,2014,07,16,Wednesday,Q3
283,2014-07-17,2014,07,17,Thursday,Q3
284,2014-07-18,2014,07,18,Friday,Q3
285,2014-07-19,2014,07,19,Saturday,Q3
286,2014-07-20,2014,07,20,Sunday,Q3
287,2014-07-21,2014,07,21,Monday,Q3
288,2014-07-22,2014,07,22,Tuesday,Q3
289,2014-07-23,2014,07,23,Wednesday,Q3
290,2014-07-24,2014,07,24,Thursday,Q3
291,2014-07-25,2014,07,25,Friday,Q3
292,2014-07-26,2014,07,26,Saturday,Q3
293,2014-07-27,2014,07,27,Sunday,Q3
294,2014-07-28,2014,07,28,Monday,Q3
295,2014-07-29,2014,07,29,Tuesday,Q3
296,2014-07-30,2014,07,30,Wednesday,Q3
297,2014-07-31,2014,07,31,Thursday,Q3
298,2014-08-01,2014,08,01,Friday,Q3
299,2014-08-02,2014,08,02,Saturday,Q3
300,2014-08-03,2014,08,03,Sunday,Q3
301,2014-08-04,2014,08,04,Monday,Q3
302,2014-08-05,2014,08,05,Tuesday,Q3
303,2014-08-06,2014,08,06,Wednesday,Q3
304,2014-08-07,2014,08,07,Thursday,Q3
305,2014-08-08,2014,08,08,Friday,Q3
306,2014-08-09,2014,08,09,Saturday,Q3
307,2014-08-10,2014,08,10,Sunday,Q3
308,2014-08-11,2014,08,11,Monday,Q3
309,2014-08-12,2014,08,12,Tuesday,Q3
310,2014-08-13,2014,08,13,Wednesday,Q3
311,2014-08-14,2014,08,14,Thursday,Q3
312,2014-08-15,2014,08,15,Friday,Q3
313,2014-08-16,2014,08,16,Saturday,Q3
314,2014-08-17,2014,08,17,Sunday,Q3
315,2014-08-18,2014,08,18,Monday,Q3
316,2014-08-19,2014,08,19,Tuesday,Q3
317,2014-08-20,2014,08,20,Wednesday,Q3
318,2014-08-21,2014,08,21,Thursday,Q3
319,2014-08-22,2014,08,22,Friday,Q3
320,2014-08-23,2014,08,23,Saturday,Q3
321,2014-08-24,2014,08,24,Sunday,Q3
322,2014-08-25,2014,08,25,Monday,Q3
323,2014-08-26,2014,08,26,Tuesday,Q3
324,2014-08-27,2014,08,27,Wednesday,Q3
325,2014-08-28,2014,08,28,Thursday,Q3
326,2014-08-29,2014,08,29,Friday,Q3
327,2014-08-30,2014,08,30,Saturday,Q3
328,2014-08-31,2014,08,31,Sunday,Q3
329,2014-09-01,2014,09,01,Monday,Q3
330,2014-09-02,2014,09,02,Tuesday,Q3
331,2014-09-03,2014,09,03,Wednesday,Q3
332,2014-09-04,2014,09,04,Thursday,Q3
333,2014-09-05,2014,09,05,Friday,Q3
334,2014-09-06,2014,09,06,Saturday,Q3
335,2014-09-07,2014,09,07,Sunday,Q3
336,2014-09-08,2014,09,08,Monday,Q3
337,2014-09-09,2014,09,09,Tuesday,Q3
338,2014-09-10,2014,09,10,Wednesday,Q3
339,2014-09-11,2014,09,11,Thursday,Q3
340,2014-09-12,2014,09,12,Friday,Q3
341,2014-09-13,2014,09,13,Saturday,Q3
342,2014-09-14,2014,09,14,Sunday,Q3
343,2014-09-15,2014,09,15,Monday,Q3
344,2014-09-16,2014,09,16,Tuesday,Q3
345,2014-09-17,2014,09,17,Wednesday,Q3
346,2014-09-18,2014,09,18,Thursday,Q3
347,2014-09-19,2014,09,19,Friday,Q3
348,2014-09-20,2014,09,20,Saturday,Q3
349,2014-09-21,2014,09,21,Sunday,Q3
350,2014-09-22,2014,09,22,Monday,Q3
351,2014-09-23,2014,09,23,Tuesday,Q3
352,2014-09-24,2014,09,24,Wednesday,Q3
353,2014-09-25,2014,09,25,Thursday,Q3
354,2014-09-26,2014,09,26,Friday,Q3
355,2014-09-27,2014,09,27,Saturday,Q3
356,2014-09-28,2014,09,28,Sunday,Q3
357,2014-09-29,2014,09,29,Monday,Q3
358,2014-09-30,2014,09,30,Tuesday,Q3
359,2014-10-01,2014,10,01,Wednesday,Q4
360,2014-10-02,2014,10,02,Thursday,Q4
361,2014-10-03,2014,10,03,Friday,Q4
362,2014-10-04,2014,10,04,Saturday,Q4
363,2014-10-05,2014,10,05,Sunday,Q4
364,2014-10-06,2014,10,06,Monday,Q4
365,2014-10-07,2014,10,07,Tuesday,Q4
366,2014-10-08,2014,10,08,Wednesday,Q4
367,2014-10-09,2014,10,09,Thursday,Q4
368,2014-10-10,2014,10,10,Friday,Q4
369,2014-10-11,2014,10,11,Saturday,Q4
370,2014-10-12,2014,10,12,Sunday,Q4
371,2014-10-13,2014,10,13,Monday,Q4
372,2014-10-14,2014,10,14,Tuesday,Q4
373,2014-10-15,2014,10,15,Wednesday,Q4
374,2014-10-16,2014,10,16,Thursday,Q4
375,2014-10-17,2014,10,17,Friday,Q4
376,2014-10-18,2014,10,18,Saturday,Q4
377,2014-10-19,2014,10,19,Sunday,Q4
378,2014-10-20,2014,10,20,Monday,Q4
379,2014-10-21,2014,10,21,Tuesday,Q4
380,2014-10-22,2014,10,22,Wednesday,Q4
381,2014-10-23,2014,10,23,Thursday,Q4
382,2014-10-24,2014,10,24,Friday,Q4
383,2014-10-25,2014,10,25,Saturday,Q4
384,2014-10-26,2014,10,26,Sunday,Q4
385,2014-10-27,2014,10,27,Monday,Q4
386,2014-10-28,2014,10,28,Tuesday,Q4
387,2014-10-29,2014,10,29,Wednesday,Q4
388,2014-10-30,2014,10,30,Thursday,Q4
389,2014-10-31,2014,10,31,Friday,Q4
390,2014-11-01,2014,11,01,Saturday,Q4
391,2014-11-02,2014,11,02,Sunday,Q4
392,2014-11-03,2014,11,03,Monday,Q4
393,2014-11-04,2014,11,04,Tuesday,Q4
394,2014-11-05,2014,11,05,Wednesday,Q4
395,2014-11-06,2014,11,06,Thursday,Q4
396,2014-11-07,2014,11,07,Friday,Q4
397,2014-11-08,2014,11,08,Saturday,Q4
398,2014-11-09,2014,11,09,Sunday,Q4
399,2014-11-10,2014,11,10,Monday,Q4
400,2014-11-11,2014,11,11,Tuesday,Q4
401,2014-11-12,2014,11,12,Wednesday,Q4
402,2014-11-13,2014,11,13,Thursday,Q4
403,2014-11-14,2014,11,14,Friday,Q4
404,2014-11-15,2014,11,15,Saturday,Q4
405,2014-11-16,2014,11,16,Sunday,Q4
406,2014-11-17,2014,11,17,Monday,Q4
407,2014-11-18,2014,11,18,Tuesday,Q4
408,2014-11-19,2014,11,19,Wednesday,Q4
409,2014-11-20,2014,11,20,Thursday,Q4
410,2014-11-21,2014,11,21,Friday,Q4
411,2014-11-22,2014,11,22,Saturday,Q4
412,2014-11-23,2014,11,23,Sunday,Q4
413,2014-11-24,2014,11,24,Monday,Q4
